Source,Target
2975160689,216469057
134876261,216469057
2693735376,216469057
17721863,216469057
599677550,1342125115383939073
280064371,1342125115383939073
215423949,1342125115383939073
1251518605600206850,1342125115383939073
261772246,1342125115383939073
733455468,1342125115383939073
557289715,1342125115383939073
215423949,1342125115383939073
1032849138,1342125115383939073
1014015888,1342125115383939073
134876261,1342125115383939073
290683608,1342125115383939073
1106253079983390721,1342125115383939073
1251518605600206850,1342125115383939073
54034509,1342125115383939073
71444847,1342125115383939073
105975090,1342125115383939073
792139214,1342125115383939073
1423390095562915849,1342125115383939073
2377760095,1342125115383939073
227101581,1342125115383939073
122144451,1342125115383939073
1439240496921161733,1342125115383939073
161552398,1342125115383939073
982359026410209280,1342125115383939073
92821882,1342125115383939073
66446686,1342125115383939073
2693735376,1342125115383939073
1279885961841819649,1342125115383939073
1342125115383939073,1342125115383939073
792139214,1342125115383939073
776856139,1342125115383939073
243903847,1342125115383939073
17721863,1342125115383939073
2305376845,1342125115383939073
455900881,1342125115383939073
2377760095,1342125115383939073
2530008414,1342125115383939073
97904065,1342125115383939073
708387548859604992,1342125115383939073
1707025764,1342125115383939073
917184736501657600,1342125115383939073
1222668550080475136,1342125115383939073
131317072,1342125115383939073
2400000572,1342125115383939073
97904065,1342125115383939073
92821882,1342125115383939073
139712323,1342125115383939073
195049872,1342125115383939073
831073214,1342125115383939073
557289715,1342125115383939073
122144451,1342125115383939073
2801095093,1342125115383939073
708387548859604992,1342125115383939073
750460751240888324,1342125115383939073
1251518605600206850,1342125115383939073
2400000572,1342125115383939073
3379976578,1342125115383939073
562762571,1342125115383939073
776856139,1342125115383939073
1055761939,1342125115383939073
2377760095,1342125115383939073
1342848846,1342125115383939073
134876261,1342125115383939073
156487702,1342125115383939073
195049872,1342125115383939073
190516402,1342125115383939073
280223998,1342125115383939073
154915250,1342125115383939073
896911058459340800,1342125115383939073
172889446,1342125115383939073
956294047966081025,1342125115383939073
25371142,1342125115383939073
17721863,1342125115383939073
298558514,1342125115383939073
2369459569,1342125115383939073
1055761939,1342125115383939073
92821882,1342125115383939073
557289715,1342125115383939073
132191779,1342125115383939073
1222668550080475136,1342125115383939073
16213179,1342125115383939073
1251518605600206850,1342125115383939073
947989309239545857,1342125115383939073
746307966,1342125115383939073
72950055,1342125115383939073
1543396879,1342125115383939073
455900881,1342125115383939073
768392971,1342125115383939073
182401775,1342125115383939073
1066847336050147329,1342125115383939073
2400000572,1342125115383939073
1383459804962639884,1342125115383939073
1090055713462865925,1342125115383939073
2975160689,1342125115383939073
215423949,1342125115383939073
97904065,1342125115383939073
552741734,1342125115383939073
2693735376,1342125115383939073
2801095093,1342125115383939073
1440532151582134272,1342125115383939073
242506295,1342125115383939073
799272060,1342125115383939073
1279885961841819649,1342125115383939073
2370756440,1342125115383939073
165100373,1342125115383939073
1353619250838183938,1342125115383939073
1518121218,1342125115383939073
1135278580689190912,1342125115383939073
134876261,1342125115383939073
2801095093,1342125115383939073
129863114,1342125115383939073
182401775,1342125115383939073
1188166700,1342125115383939073
1297264439662608384,1342125115383939073
89319056,1342125115383939073
996200380013916160,1342125115383939073
1288862425861836801,1342125115383939073
552741734,1342125115383939073
557289715,1342125115383939073
1425866189780160514,1342125115383939073
122144451,1342125115383939073
129863114,1342125115383939073
271136094,1342125115383939073
2693735376,1342125115383939073
998328097,1342125115383939073
479088229,1342125115383939073
568429780,1342125115383939073
195049872,1342125115383939073
105975090,1342125115383939073
2801095093,1342125115383939073
917184736501657600,1342125115383939073
479088229,1342125115383939073
1342125115383939073,1342125115383939073
2693735376,1342125115383939073
195049872,1342125115383939073
479088229,1342125115383939073
1426965765744439300,1342125115383939073
583364739,1342125115383939073
97904065,1342125115383939073
568429780,1342125115383939073
4104867797,1342125115383939073
242506295,1342125115383939073
132191779,1342125115383939073
134876261,1342125115383939073
4834905915,1342125115383939073
599677550,1342125115383939073
165100373,1342125115383939073
2369459569,1342125115383939073
2693735376,1342125115383939073
479088229,1342125115383939073
1106771831837675521,1342125115383939073
190410219,1342125115383939073
525719842,1342125115383939073
578590553,1342125115383939073
1212150302788345857,1342125115383939073
2801095093,1342125115383939073
2363571329,1342125115383939073
763991641,1342125115383939073
896911058459340800,1342125115383939073
97904065,1342125115383939073
4329149122,1342125115383939073
1009785173011988480,1342125115383939073
281121545,1342125115383939073
257179344,1342125115383939073
3578717895,1342125115383939073
479088229,1342125115383939073
998328097,1342125115383939073
156487702,1342125115383939073
105975090,1342125115383939073
917184736501657600,1342125115383939073
2975160689,1342125115383939073
559023147,1342125115383939073
197607704,1342125115383939073
2363048184,1342125115383939073
838440724408516608,1342125115383939073
1280337364993429504,1342125115383939073
1342848846,1342125115383939073
580978766,1342125115383939073
776856139,1342125115383939073
2369459569,1342125115383939073
280064371,1342125115383939073
2400000572,1342125115383939073
746307966,1342125115383939073
4623339465,1342125115383939073
3379976578,1342125115383939073
2693735376,1342125115383939073
1279885961841819649,1342125115383939073
92821882,1342125115383939073
2363571329,1342125115383939073
1251518605600206850,1342125115383939073
92821882,1342125115383939073
598641595,1342125115383939073
2375671734,1342125115383939073
1109136672917209091,1342125115383939073
446272806,1342125115383939073
1280337364993429504,1342125115383939073
2693735376,1342125115383939073
1279885961841819649,1342125115383939073
1251518605600206850,273262205
280064371,273262205
2377760095,273262205
110475311,273262205
578590553,273262205
29829354,273262205
1417147821472501764,273262205
1009785173011988480,273262205
97904065,273262205
4834905915,273262205
1342125115383939073,273262205
765177124730929152,273262205
29829354,273262205
2854830300,273262205
262305830,273262205
1352699133379883008,273262205
280064371,273262205
1251518605600206850,273262205
596787864,273262205
1423390095562915849,273262205
122144451,273262205
2801095093,273262205
2693735376,273262205
599677550,273262205
2801095093,273262205
1707025764,273262205
578590553,273262205
23713344,273262205
4835935229,273262205
97904065,273262205
195049872,273262205
600234980,273262205
998328097,273262205
578590553,273262205
2975160689,273262205
215423949,273262205
1009785173011988480,273262205
765177124730929152,273262205
132191779,273262205
2797134487,273262205
257530658,273262205
1165944978,273262205
583543380,273262205
110475311,273262205
154915250,273262205
585989171,273262205
129863114,273262205
557289715,273262205
1433606604218408963,273262205
2323834254,273262205
139712323,273262205
236490334,273262205
1319082870498091008,273262205
2693735376,273262205
375766773,273262205
1053324714427465728,273262205
1423390095562915849,273262205
1076825961688125441,273262205
122144451,273262205
1425866189780160514,273262205
2801095093,273262205
2693735376,273262205
132191779,273262205
708387548859604992,273262205
229289841,273262205
2975160689,273262205
300211451,273262205
134876261,273262205
1917216540,273262205
2693735376,273262205
578590553,273262205
1310206245631078400,273262205
115587493,273262205
92821882,273262205
132191779,273262205
1009785173011988480,273262205
228354250,273262205
891422779,3234862179
3578717895,3234862179
2797134487,3234862179
1009785173011988480,3234862179
1078434428,3234862179
97904065,3234862179
3578717895,3234862179
1009785173011988480,3234862179
280064371,3234862179
105975090,3234862179
2801095093,3234862179
2693735376,3234862179
1423390095562915849,3234862179
948418445187715072,3234862179
195049872,3234862179
3578717895,3234862179
115587493,3234862179
892064864,3234862179
600234980,3234862179
105975090,3234862179
2363571329,3234862179
2801095093,3234862179
92821882,3234862179
892064864,3234862179
479088229,3234862179
1009785173011988480,3234862179
2693735376,3234862179
3578717895,3234862179
1212150302788345857,3234862179
1251518605600206850,3234862179
598641595,3234862179
4623339465,3234862179
1009785173011988480,3234862179
92821882,3234862179
1279885961841819649,3234862179
2693735376,3234862179
598641595,261772246
307572043,261772246
2369459569,261772246
110475311,261772246
864457447062351873,261772246
922605476424048640,261772246
2828630539,261772246
912006790493212672,261772246
1066847336050147329,261772246
110475311,261772246
152012918,261772246
506816322,261772246
1364969404132446218,261772246
2191882972,261772246
2439166100,261772246
105372011,261772246
2693735376,261772246
195049872,261772246
2797134487,261772246
252905412,261772246
2397249467,261772246
479088229,261772246
282149727,261772246
2693735376,261772246
747064303,261772246
2693735376,261772246
1009785173011988480,261772246
479088229,261772246
1066847336050147329,261772246
803381983,261772246
1280337364993429504,261772246
479088229,261772246
165100373,261772246
2975160689,261772246
197607704,261772246
1398407226,261772246
2693735376,261772246
16272844,38625077
3163148070,38625077
16272844,38625077
16272844,38625077
16272844,38625077
1446352422272528385,38625077
16272844,38625077
16272844,38625077
567138931,38625077
16272844,38625077
16272844,38625077
16272844,38625077
16272844,38625077
1222274097935073281,38625077
16272844,38625077
89505108,38625077
339273624,38625077
17688080,38625077
838084501553221634,38625077
1334535386559746048,38625077
16272844,38625077
776246636,38625077
450075824,38625077
776246636,38625077
1209617399739080704,38625077
3163148070,38625077
1222274097935073281,38625077
1442911147456282624,38625077
16272844,38625077
1307948858010267648,38625077
16272844,38625077
16272844,38625077
16272844,38625077
16272844,38625077
16272844,38625077
1222274097935073281,38625077
16272844,38625077
1222274097935073281,38625077
398455202,38625077
63606251,38625077
16272844,38625077
1222274097935073281,38625077
16272844,38625077
1223950760,38625077
1295041264220540929,38625077
1222274097935073281,38625077
938449472715026433,38625077
385678932,38625077
494259870,38625077
1426726511583932416,38625077
291336460,38625077
2978651261,38625077
425710711,38625077
1636677512,38625077
3237987454,38625077
609432652,38625077
722527003,38625077
378860765,38625077
1696849597,38625077
3145959239,38625077
1706203484,38625077
214492262,38625077
154311944,38625077
16272844,38625077
1222274097935073281,38625077
16272844,38625077
2339733614,38625077
1035959701,38625077
16272844,38625077
16272844,38625077
16272844,38625077
32659679,38625077
3093802429,38625077
16272844,38625077
16272844,38625077
16272844,38625077
72095672,38625077
27068599,38625077
206220968,38625077
21665234,38625077
265419095,38625077
285771480,38625077
751323004081143808,38625077
492468946,38625077
2978018901,38625077
1362830506077786118,38625077
54034509,1063494232126689280
2506299709,1063494232126689280
896911058459340800,1063494232126689280
4834905915,1063494232126689280
3948995117,1063494232126689280
161552398,1063494232126689280
578590553,1063494232126689280
1066847336050147329,1063494232126689280
129863114,1063494232126689280
1342848846,1063494232126689280
4834905915,1063494232126689280
1252621477674921985,1063494232126689280
1294756234374111236,1063494232126689280
896523848,1063494232126689280
2377760095,1063494232126689280
2181094165,1063494232126689280
3948995117,1063494232126689280
161552398,1063494232126689280
578590553,1063494232126689280
262305830,1063494232126689280
1066847336050147329,1063494232126689280
129863114,1063494232126689280
1342848846,1063494232126689280
4834905915,1063494232126689280
568429780,1063494232126689280
1294756234374111236,1063494232126689280
896523848,1063494232126689280
2377760095,1063494232126689280
896874095106826240,1063494232126689280
3948995117,1063494232126689280
229570590,1063494232126689280
763991641,1063494232126689280
578590553,1063494232126689280
1211653933875089408,1063494232126689280
1066847336050147329,1063494232126689280
1439240496921161733,1063494232126689280
129863114,1063494232126689280
1440664285210767367,1063494232126689280
1401765171601850373,1063494232126689280
1342848846,1063494232126689280
4834905915,1063494232126689280
562762571,1063494232126689280
1326481061296082945,1063494232126689280
1009785173011988480,1063494232126689280
580978766,1063494232126689280
2693735376,1063494232126689280
568429780,1063494232126689280
599677550,1063494232126689280
1349200706037805057,1063494232126689280
276093811,1063494232126689280
1294756234374111236,1063494232126689280
896523848,1063494232126689280
2377760095,1063494232126689280
797430894,1063494232126689280
2377760095,1063494232126689280
195049872,1063494232126689280
1066847336050147329,1063494232126689280
1428915745933742082,1063494232126689280
1707025764,1063494232126689280
2975160689,1063494232126689280
768306276,1063494232126689280
1440532151582134272,1063494232126689280
708387548859604992,1063494232126689280
1738057094,1063494232126689280
1428915745933742082,1063494232126689280
2377760095,1063494232126689280
121477706,1063494232126689280
94045996,1063494232126689280
1241360253960237057,1063494232126689280
4623339465,1063494232126689280
532739227,1063494232126689280
754319153951944704,1063494232126689280
2403281177,1063494232126689280
240364410,1063494232126689280
1268197814,1063494232126689280
506618878,1063494232126689280
129863114,1063494232126689280
1337859846385889283,1063494232126689280
1251518605600206850,1063494232126689280
873256308660719617,1063494232126689280
1426123212220424193,1063494232126689280
12220452,1063494232126689280
97904065,1063494232126689280
506816322,1063494232126689280
580978766,1063494232126689280
72950055,1063494232126689280
832055013467889664,1063494232126689280
280223998,1063494232126689280
1401765171601850373,1063494232126689280
1040405782402084864,1063494232126689280
259067553,1063494232126689280
161748431,1063494232126689280
142889852,1063494232126689280
1372521854632611843,1063494232126689280
303922812,1063494232126689280
122999764,1063494232126689280
568429780,1063494232126689280
3433719760,1063494232126689280
105975090,1063494232126689280
213469437,1063494232126689280
134876261,1063494232126689280
1113612686783283200,1063494232126689280
2382402638,1063494232126689280
2801095093,1063494232126689280
892064864,1063494232126689280
115587493,1063494232126689280
105106236,1063494232126689280
1165944978,1063494232126689280
1440664285210767367,1063494232126689280
598641595,1063494232126689280
776856139,1063494232126689280
792139214,1063494232126689280
2995187879,1063494232126689280
3290638083,1063494232126689280
80034004,1063494232126689280
1090055713462865925,1063494232126689280
1939552088,1063494232126689280
4834905915,1063494232126689280
129316450,1063494232126689280
1325446172,1063494232126689280
1437734637531504644,1063494232126689280
2986879348,1063494232126689280
1012178620209606656,1063494232126689280
578590553,1063494232126689280
1440532151582134272,1063494232126689280
1426651135582998531,1063494232126689280
437853191,1063494232126689280
2693735376,1063494232126689280
361881477,1063494232126689280
630583335,1063494232126689280
1287451187860639744,1063494232126689280
718235089562419201,1063494232126689280
998328097,1063494232126689280
3015024748,1063494232126689280
313250205,1063494232126689280
817873908779073536,1063494232126689280
109567991,1063494232126689280
1402679875631190017,1063494232126689280
280064371,1063494232126689280
996200380013916160,1063494232126689280
557289715,1063494232126689280
1325684365,1063494232126689280
262305830,1063494232126689280
446272806,1063494232126689280
2369459569,1063494232126689280
110475311,1063494232126689280
768306276,1063494232126689280
1342848846,1063494232126689280
2398652172,1063494232126689280
16450356,1063494232126689280
3082900265,1063494232126689280
896523848,1063494232126689280
1058174548837888000,1063494232126689280
1131717785648807937,1063494232126689280
131317072,1063494232126689280
1440664285210767367,1063494232126689280
329810452,1063494232126689280
195684533,1063494232126689280
1440532151582134272,1063494232126689280
1100840274136363009,1063494232126689280
122999764,1063494232126689280
215423949,1063494232126689280
998328097,1063494232126689280
2275886439,1063494232126689280
1939552088,1063494232126689280
2693735376,1063494232126689280
633211148,1063494232126689280
896523848,1063494232126689280
280064371,1063494232126689280
588746667,1063494232126689280
1707025764,1063494232126689280
479088229,1063494232126689280
2693735376,1063494232126689280
1312209568047431680,1063494232126689280
768306276,1063494232126689280
1439240496921161733,1063494232126689280
141667494,1063494232126689280
792139214,1063494232126689280
4834905915,1063494232126689280
599677550,1063494232126689280
95982820,1063494232126689280
1053324714427465728,1063494232126689280
183734792,1063494232126689280
2218170768,1063494232126689280
2369459569,1063494232126689280
982359026410209280,1063494232126689280
17721863,1063494232126689280
864457447062351873,1063494232126689280
1125543746697924609,1063494232126689280
1279885961841819649,1063494232126689280
479088229,1063494232126689280
92821882,1063494232126689280
2369459569,1063494232126689280
776856139,1063494232126689280
280064371,1063494232126689280
97904065,1063494232126689280
568429780,1063494232126689280
939043270549577728,1063494232126689280
479088229,1063494232126689280
4623339465,1063494232126689280
165100373,1063494232126689280
599677550,1063494232126689280
1045428236392517632,1063494232126689280
2693735376,1063494232126689280
134876261,1063494232126689280
1279885961841819649,1063494232126689280
2323834254,1063494232126689280
1009785173011988480,1063494232126689280
161552398,1063494232126689280
896911058459340800,1063494232126689280
97904065,1063494232126689280
134876261,1063494232126689280
600234980,1063494232126689280
2506299709,1063494232126689280
134876261,1063494232126689280
115587493,1063494232126689280
134876261,1063494232126689280
2506299709,1063494232126689280
115587493,1063494232126689280
134876261,1063494232126689280
2506299709,1063494232126689280
115587493,1063494232126689280
479088229,1063494232126689280
134876261,1063494232126689280
2506299709,1063494232126689280
134876261,1063494232126689280
2506299709,1063494232126689280
115587493,1063494232126689280
600234980,1063494232126689280
134876261,1063494232126689280
2506299709,1063494232126689280
2506299709,1063494232126689280
892064864,1063494232126689280
2506299709,1063494232126689280
2369459569,1063494232126689280
600234980,1063494232126689280
600234980,1063494232126689280
2506299709,1063494232126689280
479088229,1063494232126689280
1249029070886666240,1063494232126689280
1113612686783283200,1063494232126689280
446272806,1063494232126689280
1939552088,1063494232126689280
1423390095562915849,1063494232126689280
1009785173011988480,1063494232126689280
2693735376,1063494232126689280
1312209568047431680,1063494232126689280
1131717785648807937,335361064
197607704,335361064
53154833,335361064
1058174548837888000,335361064
110475311,335361064
2253103676,335361064
160482775,335361064
105975090,335361064
375844065,335361064
1423390095562915849,335361064
276093811,335361064
40458169,335361064
600234980,335361064
375766773,335361064
3865577362,335361064
751852736,335361064
1066847336050147329,335361064
122144451,335361064
129863114,335361064
1009785173011988480,335361064
2797134487,335361064
776856139,335361064
1423390095562915849,335361064
122144451,335361064
2693735376,335361064
3578717895,335361064
2693735376,335361064
2801095093,335361064
479088229,335361064
2797134487,335361064
280064371,335361064
2897430250,335361064
3305902695,335361064
156487702,335361064
22224381,335361064
797430894,335361064
1251518605600206850,335361064
122144451,335361064
280064371,335361064
541177087,335361064
475302173,335361064
1279885961841819649,335361064
105975090,335361064
2693735376,335361064
1251518605600206850,335361064
195049872,335361064
165100373,335361064
892064864,335361064
2975160689,335361064
776856139,335361064
122144451,335361064
160681232,335361064
2828630539,335361064
4890216305,335361064
1045428236392517632,335361064
598641595,335361064
1423390095562915849,335361064
38262290,335361064
2693735376,335361064
1090055713462865925,335361064
552741734,335361064
2797134487,335361064
242506295,335361064
105975090,335361064
612528061,335361064
842803114931634176,335361064
598641595,335361064
2506299709,335361064
313250205,335361064
215423949,335361064
585844501,335361064
914440993574932481,335361064
1440664285210767367,335361064
136778379,335361064
1238214998838697984,335361064
914192046080053248,335361064
861231222,335361064
600234980,335361064
2693735376,335361064
797430894,335361064
1310206245631078400,335361064
2742743778,335361064
2854830300,335361064
3095525964,335361064
479088229,335361064
282149727,335361064
446272806,335361064
948418445187715072,335361064
126492506,335361064
242457955,335361064
2828630539,335361064
746307966,335361064
17721863,335361064
1249029070886666240,335361064
134876261,335361064
596009099,335361064
2309240850,335361064
3310729620,335361064
1440664285210767367,335361064
795661911790649346,335361064
269485361,335361064
53154833,335361064
80034004,335361064
313250205,335361064
599677550,335361064
600234980,335361064
557289715,335361064
141667494,335361064
1335235893339312129,335361064
22048506,335361064
633211148,335361064
1349608584896794624,335361064
197607704,335361064
281832187,335361064
4623339465,335361064
768306276,335361064
440195646,335361064
51471628,335361064
47943715,335361064
97904065,335361064
3578717895,335361064
2323834254,335361064
2693735376,335361064
2693735376,335361064
134876261,335361064
600234980,335361064
4890216305,335361064
2693735376,335361064
447434075,335361064
2253103676,335361064
2693735376,335361064
1066847336050147329,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
2801095093,1125543746697924609
242506295,1125543746697924609
1222668550080475136,1125543746697924609
927885722,1125543746697924609
17721863,1125543746697924609
182401775,1125543746697924609
2801095093,1125543746697924609
290683608,1125543746697924609
2797134487,1125543746697924609
154915250,1125543746697924609
750460751240888324,1125543746697924609
998328097,1125543746697924609
1031479589959356416,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
1370760711182413825,1125543746697924609
1334216352740085761,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
563410368,1125543746697924609
1334216352740085761,1125543746697924609
1334216352740085761,1125543746697924609
475302173,1125543746697924609
708387548859604992,1125543746697924609
2693735376,1125543746697924609
1738057094,1125543746697924609
97904065,1125543746697924609
2807682921,1125543746697924609
2801095093,1125543746697924609
1279885961841819649,1125543746697924609
708387548859604992,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
1707025764,1125543746697924609
750460751240888324,1125543746697924609
129316450,1125543746697924609
105975090,1125543746697924609
2975160689,1125543746697924609
1342848846,1125543746697924609
242506295,1125543746697924609
1109136672917209091,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
2801095093,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
708387548859604992,1125543746697924609
2693735376,1125543746697924609
1430152342435991556,1125543746697924609
11408322,1125543746697924609
1251518605600206850,1125543746697924609
2693735376,1125543746697924609
1353619250838183938,1125543746697924609
2801095093,1125543746697924609
1297264439662608384,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
1423390095562915849,1125543746697924609
122144451,1125543746697924609
11408322,1125543746697924609
129863114,1125543746697924609
708387548859604992,1125543746697924609
2807682921,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
11408322,1125543746697924609
1372147744559804420,1125543746697924609
708387548859604992,1125543746697924609
139712323,1125543746697924609
1418298699399241737,1125543746697924609
105975090,1125543746697924609
2801095093,1125543746697924609
750460751240888324,1125543746697924609
998328097,1125543746697924609
1279885961841819649,1125543746697924609
1009785173011988480,1125543746697924609
3578717895,1125543746697924609
109567991,1125543746697924609
4623339465,1125543746697924609
2797134487,1125543746697924609
2807682921,1125543746697924609
891422779,1125543746697924609
751852736,1125543746697924609
892064864,1125543746697924609
242506295,1125543746697924609
479088229,1125543746697924609
2693735376,1125543746697924609
1430152342435991556,1125543746697924609
1019968606459842565,1125543746697924609
563410368,1125543746697924609
1293035801778049029,1125543746697924609
1250176138867027970,1125543746697924609
1334216352740085761,1125543746697924609
59096084,1125543746697924609
11408322,1125543746697924609
1340659408532103171,1125543746697924609
11408322,1125543746697924609
165100373,1125543746697924609
2693735376,1125543746697924609
891422779,1125543746697924609
708387548859604992,1125543746697924609
891422779,1125543746697924609
708387548859604992,1125543746697924609
1066847336050147329,1125543746697924609
2693735376,1125543746697924609
2801095093,1125543746697924609
1279885961841819649,1125543746697924609
891422779,1125543746697924609
1009785173011988480,1125543746697924609
