Target,Source,Weight
270570153,125364117,"{""weight"":1}"
270570153,1098813054,"{""weight"":1}"
270570153,1354793292312031237,"{""weight"":1}"
270570153,1392927838001459201,"{""weight"":1}"
14538949,1392927838001459201,"{""weight"":1}"
739149720,1392927838001459201,"{""weight"":1}"
343059330,1392927838001459201,"{""weight"":1}"
1086084557009575936,1392927838001459201,"{""weight"":1}"
215632349,1392927838001459201,"{""weight"":1}"
270570153,363390709,"{""weight"":1}"
270570153,1427015461351342080,"{""weight"":1}"
129395750,1427015461351342080,"{""weight"":1}"
739149720,1427015461351342080,"{""weight"":1}"
791282631006621696,1427015461351342080,"{""weight"":1}"
989311745100566529,1427015461351342080,"{""weight"":3}"
34606493,1427015461351342080,"{""weight"":1}"
1086084557009575936,1427015461351342080,"{""weight"":1}"
883774859452579840,1427015461351342080,"{""weight"":1}"
414218319,1427015461351342080,"{""weight"":1}"
36133644,1427015461351342080,"{""weight"":1}"
270570153,586214528,"{""weight"":1}"
270570153,3484990872,"{""weight"":1}"
2149496034,1080742203633262592,"{""weight"":1}"
16014404,1080742203633262592,"{""weight"":1}"
2149496034,1957864790,"{""weight"":1}"
2149496034,1171742672614113282,"{""weight"":1}"
412708728,1171742672614113282,"{""weight"":1}"
16014404,1171742672614113282,"{""weight"":1}"
2149496034,19846665,"{""weight"":1}"
2149496034,1287540478087331841,"{""weight"":1}"
2149496034,854913133,"{""weight"":1}"
2149496034,64543474,"{""weight"":1}"
2149496034,263684321,"{""weight"":1}"
2149496034,1207923347440439297,"{""weight"":1}"
2149496034,1076693917091811329,"{""weight"":1}"
2149496034,1396728175,"{""weight"":1}"
2149496034,428291553,"{""weight"":1}"
2149496034,1350110390,"{""weight"":1}"
1390883714,1350110390,"{""weight"":1}"
2149496034,56943124,"{""weight"":1}"
2149496034,1412938678243000324,"{""weight"":1}"
2149496034,446793917,"{""weight"":1}"
2149496034,1008987247616512000,"{""weight"":1}"
1390883714,1008987247616512000,"{""weight"":1}"
16014404,1008987247616512000,"{""weight"":1}"
2149496034,774623961300676608,"{""weight"":1}"
2149496034,272110718,"{""weight"":1}"
1382491059247255554,272110718,"{""weight"":7}"
883774859452579840,272110718,"{""weight"":1}"
2149496034,272685848,"{""weight"":1}"
321752222,272685848,"{""weight"":1}"
1382491059247255554,272685848,"{""weight"":1}"
989311745100566529,272685848,"{""weight"":1}"
883774859452579840,272685848,"{""weight"":1}"
269930134,272685848,"{""weight"":1}"
36133644,272685848,"{""weight"":1}"
1957288050,272685848,"{""weight"":1}"
2149496034,1086661705831235589,"{""weight"":1}"
2149496034,2773339268,"{""weight"":1}"
2149496034,187387276,"{""weight"":1}"
2149496034,136326712,"{""weight"":1}"
2149496034,1288221158223962112,"{""weight"":1}"
2149496034,1199547523,"{""weight"":1}"
2149496034,1119509417249001472,"{""weight"":1}"
2149496034,1066860162152050688,"{""weight"":1}"
2149496034,1181567074084122624,"{""weight"":1}"
564207331,1181567074084122624,"{""weight"":1}"
2149496034,1160080845421649920,"{""weight"":1}"
2149496034,1291785601373466624,"{""weight"":1}"
2149496034,746410204216987648,"{""weight"":1}"
2149496034,967171996667834370,"{""weight"":1}"
2149496034,1032922624890994689,"{""weight"":1}"
2149496034,1439109011857543170,"{""weight"":1}"
2149496034,205499635,"{""weight"":1}"
2149496034,204792190,"{""weight"":1}"
2149496034,2620124197,"{""weight"":1}"
2149496034,1384365976922181637,"{""weight"":1}"
412708728,1384365976922181637,"{""weight"":1}"
1390883714,1384365976922181637,"{""weight"":1}"
16014404,1384365976922181637,"{""weight"":1}"
2149496034,1195642922495959040,"{""weight"":1}"
2149496034,260073003,"{""weight"":1}"
2149496034,1149274476,"{""weight"":1}"
36133644,1149274476,"{""weight"":1}"
24171225,111324544,"{""weight"":1}"
989311745100566529,111324544,"{""weight"":1}"
24171225,141761094,"{""weight"":1}"
24171225,1029363907272617990,"{""weight"":1}"
24171225,2267754914,"{""weight"":1}"
24171225,2878468045,"{""weight"":1}"
129395750,1285762150741323776,"{""weight"":1}"
129395750,23619201,"{""weight"":1}"
129395750,1622278086,"{""weight"":1}"
14538949,1622278086,"{""weight"":1}"
129395750,2820234879,"{""weight"":1}"
129395750,704031546060234753,"{""weight"":1}"
248866864,704031546060234753,"{""weight"":1}"
321752222,704031546060234753,"{""weight"":2}"
739149720,704031546060234753,"{""weight"":2}"
47158291,704031546060234753,"{""weight"":1}"
564207331,704031546060234753,"{""weight"":1}"
1957288050,704031546060234753,"{""weight"":1}"
129395750,24571654,"{""weight"":1}"
129395750,2942980610,"{""weight"":1}"
272185225,2942980610,"{""weight"":1}"
129395750,18774566,"{""weight"":1}"
129395750,3181880412,"{""weight"":1}"
739149720,3181880412,"{""weight"":1}"
129395750,2806685818,"{""weight"":9}"
34606493,2806685818,"{""weight"":1}"
129395750,1214156187509252104,"{""weight"":1}"
129395750,941075214,"{""weight"":1}"
129395750,582914397,"{""weight"":3}"
129395750,2399974861,"{""weight"":1}"
129395750,309031930,"{""weight"":1}"
129395750,3949264752,"{""weight"":1}"
129395750,2655986288,"{""weight"":1}"
321752222,2655986288,"{""weight"":1}"
129395750,38891477,"{""weight"":1}"
129395750,1391714455390670851,"{""weight"":1}"
248866864,1391714455390670851,"{""weight"":1}"
172004509,1391714455390670851,"{""weight"":1}"
129395750,17513118,"{""weight"":1}"
129395750,1441020558691475456,"{""weight"":1}"
129395750,37539428,"{""weight"":2}"
129395750,28436401,"{""weight"":1}"
129395750,128712259,"{""weight"":1}"
14538949,128712259,"{""weight"":1}"
989311745100566529,128712259,"{""weight"":1}"
883774859452579840,128712259,"{""weight"":1}"
269930134,128712259,"{""weight"":1}"
943174774154498048,128712259,"{""weight"":1}"
129395750,1189873607771611136,"{""weight"":2}"
129395750,314719703,"{""weight"":1}"
129395750,623331613,"{""weight"":1}"
129395750,22209185,"{""weight"":1}"
14538949,1267421646908010497,"{""weight"":2}"
14538949,497272136,"{""weight"":1}"
14538949,1310143759418642433,"{""weight"":1}"
14538949,2450642227,"{""weight"":1}"
14538949,24440210,"{""weight"":3}"
14538949,3018841938,"{""weight"":7}"
739149720,3018841938,"{""weight"":3}"
791282631006621696,3018841938,"{""weight"":2}"
1382491059247255554,3018841938,"{""weight"":1}"
47158291,3018841938,"{""weight"":1}"
34606493,3018841938,"{""weight"":1}"
1086084557009575936,3018841938,"{""weight"":5}"
269930134,3018841938,"{""weight"":1}"
14538949,474555379,"{""weight"":2}"
1382491059247255554,474555379,"{""weight"":1}"
256360738,474555379,"{""weight"":1}"
1957288050,474555379,"{""weight"":1}"
266855812,474555379,"{""weight"":1}"
14538949,16168622,"{""weight"":1}"
14538949,972622381633204224,"{""weight"":1}"
14538949,388532629,"{""weight"":1}"
14538949,1577145798,"{""weight"":1}"
14538949,262476027,"{""weight"":1}"
14538949,82981715,"{""weight"":3}"
14538949,358542158,"{""weight"":1}"
14538949,711685128548917248,"{""weight"":2}"
14538949,709623799465938944,"{""weight"":4}"
266855812,709623799465938944,"{""weight"":1}"
14538949,286732775,"{""weight"":1}"
14538949,215000105,"{""weight"":1}"
14538949,1111398383606886401,"{""weight"":1}"
47338701,1111398383606886401,"{""weight"":1}"
14538949,4387256297,"{""weight"":1}"
14538949,750868797079318528,"{""weight"":1}"
739149720,750868797079318528,"{""weight"":2}"
1382491059247255554,750868797079318528,"{""weight"":2}"
14538949,1297243077791191041,"{""weight"":1}"
14538949,2550233168,"{""weight"":9}"
3530226858,2550233168,"{""weight"":1}"
343059330,2550233168,"{""weight"":1}"
34606493,2550233168,"{""weight"":2}"
1086084557009575936,2550233168,"{""weight"":5}"
883774859452579840,2550233168,"{""weight"":1}"
14538949,1021190073788772352,"{""weight"":1}"
14538949,551445862,"{""weight"":2}"
14538949,1288514327213944834,"{""weight"":1}"
2513973205,1288514327213944834,"{""weight"":4}"
14538949,1018856492,"{""weight"":8}"
248866864,1018856492,"{""weight"":1}"
1382491059247255554,1018856492,"{""weight"":1}"
256360738,1018856492,"{""weight"":1}"
14538949,275941910,"{""weight"":1}"
14538949,1440807098036547586,"{""weight"":2}"
14538949,1395223470133301251,"{""weight"":1}"
14538949,990014969423933441,"{""weight"":1}"
269930134,990014969423933441,"{""weight"":1}"
14538949,1239638979214966786,"{""weight"":1}"
883774859452579840,1239638979214966786,"{""weight"":1}"
14538949,787278997189197824,"{""weight"":1}"
14538949,1440841402477277194,"{""weight"":1}"
14538949,1390143847,"{""weight"":2}"
14538949,606379478,"{""weight"":1}"
14538949,244397229,"{""weight"":1}"
14538949,1019972864114556928,"{""weight"":1}"
989311745100566529,1019972864114556928,"{""weight"":1}"
14538949,132215007,"{""weight"":1}"
14538949,3306022386,"{""weight"":1}"
1957288050,3306022386,"{""weight"":1}"
14538949,276212175,"{""weight"":3}"
791282631006621696,276212175,"{""weight"":1}"
14538949,1149736385475207169,"{""weight"":1}"
1942107584,1149736385475207169,"{""weight"":1}"
14538949,1342201592,"{""weight"":3}"
14538949,757420913704865793,"{""weight"":3}"
14538949,1421933782094000130,"{""weight"":1}"
14538949,1123361209615638530,"{""weight"":1}"
14538949,838855015917838337,"{""weight"":1}"
14538949,956190631793082368,"{""weight"":1}"
14538949,1357838111204642818,"{""weight"":1}"
1086084557009575936,1357838111204642818,"{""weight"":1}"
14538949,1250810239055728640,"{""weight"":1}"
14538949,1311376696340287493,"{""weight"":2}"
14538949,1014990617624170497,"{""weight"":1}"
14538949,713552876,"{""weight"":1}"
14538949,930345066,"{""weight"":1}"
14538949,1426700561622224898,"{""weight"":1}"
14538949,733002668,"{""weight"":1}"
14538949,1257477954134827008,"{""weight"":1}"
14538949,410776133,"{""weight"":1}"
14538949,941891820,"{""weight"":1}"
14538949,21772402,"{""weight"":1}"
14538949,3150800516,"{""weight"":3}"
739149720,3150800516,"{""weight"":1}"
564207331,3150800516,"{""weight"":1}"
85428184,3150800516,"{""weight"":1}"
14538949,1023600478079221761,"{""weight"":1}"
14538949,796878813967720448,"{""weight"":1}"
14538949,4258680387,"{""weight"":1}"
14538949,1071816421833756672,"{""weight"":1}"
14538949,1053438516,"{""weight"":1}"
14538949,2281488937,"{""weight"":1}"
14538949,2267803812,"{""weight"":1}"
14538949,1064928865,"{""weight"":1}"
739149720,1064928865,"{""weight"":1}"
989311745100566529,1064928865,"{""weight"":1}"
269930134,1064928865,"{""weight"":1}"
256360738,1064928865,"{""weight"":1}"
14538949,1581508248,"{""weight"":1}"
266855812,1581508248,"{""weight"":1}"
14538949,1430338907779084288,"{""weight"":1}"
414218319,1430338907779084288,"{""weight"":1}"
14538949,1068479286892523520,"{""weight"":1}"
739149720,1068479286892523520,"{""weight"":2}"
14538949,1433867054168387590,"{""weight"":1}"
1278253171,1433867054168387590,"{""weight"":1}"
1021022461,1433867054168387590,"{""weight"":1}"
1382491059247255554,1433867054168387590,"{""weight"":1}"
34606493,1433867054168387590,"{""weight"":1}"
1957288050,1433867054168387590,"{""weight"":1}"
14538949,1355376334831140866,"{""weight"":1}"
14538949,2606210149,"{""weight"":2}"
14538949,1077924007792406529,"{""weight"":1}"
14538949,1332478258831495169,"{""weight"":1}"
3071709259,1332478258831495169,"{""weight"":1}"
739149720,1332478258831495169,"{""weight"":2}"
36133644,1332478258831495169,"{""weight"":1}"
14538949,762076476,"{""weight"":1}"
14538949,1231044484261019648,"{""weight"":1}"
1086084557009575936,1231044484261019648,"{""weight"":1}"
256360738,1231044484261019648,"{""weight"":1}"
266855812,1231044484261019648,"{""weight"":1}"
14538949,1304598424705212418,"{""weight"":1}"
269930134,1304598424705212418,"{""weight"":1}"
14538949,739487196793720833,"{""weight"":1}"
14538949,558099385,"{""weight"":1}"
14538949,1560830034,"{""weight"":1}"
36133644,1560830034,"{""weight"":1}"
14538949,259056948,"{""weight"":1}"
14538949,1332444101258719236,"{""weight"":1}"
791282631006621696,1332444101258719236,"{""weight"":1}"
14538949,881275595807653888,"{""weight"":1}"
739149720,881275595807653888,"{""weight"":1}"
266855812,881275595807653888,"{""weight"":1}"
14538949,799437474242117632,"{""weight"":1}"
739149720,799437474242117632,"{""weight"":2}"
14538949,912693462163644416,"{""weight"":1}"
266855812,912693462163644416,"{""weight"":1}"
14538949,422851842,"{""weight"":1}"
14538949,41133274,"{""weight"":1}"
14538949,612933385,"{""weight"":1}"
739149720,612933385,"{""weight"":1}"
14538949,433814795,"{""weight"":1}"
14538949,938552716686708736,"{""weight"":1}"
172004509,938552716686708736,"{""weight"":1}"
791282631006621696,938552716686708736,"{""weight"":1}"
1086084557009575936,938552716686708736,"{""weight"":2}"
14538949,1437115306716143616,"{""weight"":1}"
943174774154498048,1437115306716143616,"{""weight"":1}"
14538949,4497993159,"{""weight"":1}"
266855812,4497993159,"{""weight"":1}"
14538949,973775034471690241,"{""weight"":1}"
14538949,1703331764,"{""weight"":1}"
739149720,1703331764,"{""weight"":1}"
883774859452579840,1703331764,"{""weight"":1}"
269930134,1703331764,"{""weight"":1}"
256360738,1703331764,"{""weight"":1}"
14538949,1373262840098918402,"{""weight"":1}"
268832287,1373262840098918402,"{""weight"":1}"
14538949,1372384676,"{""weight"":1}"
14538949,4785461485,"{""weight"":1}"
14538949,2409623228,"{""weight"":1}"
14538949,976990019687628800,"{""weight"":1}"
14538949,1265791415851692032,"{""weight"":1}"
14538949,1224720670745157633,"{""weight"":1}"
791282631006621696,1224720670745157633,"{""weight"":1}"
1086084557009575936,1224720670745157633,"{""weight"":1}"
955157569894404096,1224720670745157633,"{""weight"":1}"
14538949,2822230418,"{""weight"":3}"
14538949,15366685,"{""weight"":1}"
14538949,1408262420640960512,"{""weight"":1}"
215632349,1408262420640960512,"{""weight"":1}"
14538949,3177514746,"{""weight"":1}"
14538949,1721201982,"{""weight"":1}"
14538949,879286239022596097,"{""weight"":1}"
1382491059247255554,879286239022596097,"{""weight"":1}"
14538949,3394898979,"{""weight"":1}"
14538949,16207873,"{""weight"":1}"
14538949,797767143601438720,"{""weight"":1}"
14538949,631220413,"{""weight"":1}"
14538949,1034988752,"{""weight"":1}"
266855812,1034988752,"{""weight"":1}"
14538949,1066526801394978817,"{""weight"":1}"
14538949,1353105998102241280,"{""weight"":1}"
739149720,1353105998102241280,"{""weight"":1}"
14538949,447291705,"{""weight"":1}"
3358671,591613560,"{""weight"":2}"
3358671,1406220117638266880,"{""weight"":1}"
3257047456,1406220117638266880,"{""weight"":1}"
22849568,1406220117638266880,"{""weight"":2}"
40550119,1406220117638266880,"{""weight"":1}"
205786669,1406220117638266880,"{""weight"":1}"
1942107584,1406220117638266880,"{""weight"":1}"
61521038,1406220117638266880,"{""weight"":1}"
86384661,1406220117638266880,"{""weight"":1}"
1203545123356839936,1406220117638266880,"{""weight"":1}"
2513973205,1406220117638266880,"{""weight"":1}"
1170770038208565248,1406220117638266880,"{""weight"":2}"
3358671,450289619,"{""weight"":1}"
2852899113,450289619,"{""weight"":1}"
1162219997977960449,450289619,"{""weight"":1}"
1002181382,450289619,"{""weight"":1}"
40550119,450289619,"{""weight"":2}"
61521038,450289619,"{""weight"":1}"
1203545123356839936,450289619,"{""weight"":1}"
2352629420,450289619,"{""weight"":1}"
3358671,2233495160,"{""weight"":1}"
2852899113,2233495160,"{""weight"":1}"
47338701,2233495160,"{""weight"":1}"
3358671,272626019,"{""weight"":1}"
22849568,272626019,"{""weight"":1}"
1381435843492085760,272626019,"{""weight"":1}"
2352629420,272626019,"{""weight"":1}"
3358671,1283450720759373824,"{""weight"":1}"
3358671,291362474,"{""weight"":1}"
85428184,291362474,"{""weight"":1}"
1143342270399373313,291362474,"{""weight"":2}"
3358671,37609340,"{""weight"":1}"
3358671,79251430,"{""weight"":1}"
964829521,4601817074,"{""weight"":1}"
964829521,1183492837,"{""weight"":1}"
964829521,742467081627705344,"{""weight"":1}"
1086084557009575936,742467081627705344,"{""weight"":1}"
964829521,1385555295976534018,"{""weight"":1}"
22849568,1385555295976534018,"{""weight"":1}"
964829521,963149508,"{""weight"":1}"
739149720,963149508,"{""weight"":1}"
1086084557009575936,963149508,"{""weight"":1}"
266855812,963149508,"{""weight"":1}"
248866864,268902392,"{""weight"":2}"
248866864,456230147,"{""weight"":1}"
248866864,1201312430665674754,"{""weight"":1}"
248866864,1258556980639268866,"{""weight"":1}"
248866864,1343247090298859522,"{""weight"":1}"
883774859452579840,1343247090298859522,"{""weight"":1}"
248866864,1324754108499156992,"{""weight"":1}"
248866864,449128142,"{""weight"":1}"
739149720,449128142,"{""weight"":4}"
1382491059247255554,449128142,"{""weight"":2}"
989311745100566529,449128142,"{""weight"":1}"
47158291,449128142,"{""weight"":1}"
248866864,35604983,"{""weight"":1}"
248866864,992586953618059264,"{""weight"":1}"
248866864,276176046,"{""weight"":1}"
1382491059247255554,276176046,"{""weight"":1}"
248866864,27825414,"{""weight"":1}"
1283934079,994750021395345408,"{""weight"":1}"
1283934079,4508225173,"{""weight"":1}"
1198299741060239360,4508225173,"{""weight"":1}"
1283934079,1396580769531785217,"{""weight"":1}"
1283934079,1110322581821771776,"{""weight"":1}"
2733595406,265791778,"{""weight"":1}"
2733595406,3393044358,"{""weight"":1}"
2733595406,70051356,"{""weight"":1}"
2733595406,322778126,"{""weight"":1}"
2733595406,15069354,"{""weight"":1}"
1278253171,1306985674160115712,"{""weight"":1}"
1278253171,154888106,"{""weight"":1}"
989311745100566529,154888106,"{""weight"":1}"
34606493,154888106,"{""weight"":1}"
269930134,154888106,"{""weight"":1}"
3136229996,154888106,"{""weight"":1}"
268832287,154888106,"{""weight"":2}"
414218319,154888106,"{""weight"":1}"
36133644,154888106,"{""weight"":1}"
955157569894404096,154888106,"{""weight"":1}"
1957288050,154888106,"{""weight"":1}"
1278253171,2238104048,"{""weight"":1}"
266855812,2238104048,"{""weight"":1}"
1278253171,1371383501518372867,"{""weight"":1}"
1278253171,764896957,"{""weight"":1}"
989311745100566529,764896957,"{""weight"":1}"
1086084557009575936,764896957,"{""weight"":1}"
269930134,764896957,"{""weight"":1}"
1278253171,771016003,"{""weight"":2}"
1278253171,935159113,"{""weight"":1}"
1278253171,266200528,"{""weight"":1}"
1278253171,173527712,"{""weight"":1}"
1278253171,2299396851,"{""weight"":1}"
1278253171,29288656,"{""weight"":1}"
1278253171,1312577459649302536,"{""weight"":1}"
1278253171,995840418,"{""weight"":1}"
176207343,1232176513887305728,"{""weight"":1}"
564207331,1232176513887305728,"{""weight"":1}"
176207343,839946872835866624,"{""weight"":1}"
176207343,1033145664232816643,"{""weight"":3}"
176207343,247149745,"{""weight"":2}"
176207343,560274468,"{""weight"":1}"
176207343,49060401,"{""weight"":1}"
176207343,940310938061742080,"{""weight"":1}"
176207343,22875032,"{""weight"":1}"
176207343,831004618721103872,"{""weight"":1}"
176207343,587939062,"{""weight"":1}"
176207343,1274711087246606337,"{""weight"":1}"
176207343,1304562578438451203,"{""weight"":1}"
176207343,1383547956842795011,"{""weight"":1}"
321752222,1383547956842795011,"{""weight"":1}"
176207343,1322977203345305615,"{""weight"":1}"
176207343,818698799967125504,"{""weight"":1}"
176207343,621531197,"{""weight"":1}"
176207343,1297363304722182144,"{""weight"":1}"
176207343,106457836,"{""weight"":1}"
176207343,1324754312636125184,"{""weight"":1}"
176207343,490039266,"{""weight"":1}"
176207343,1357077418998026240,"{""weight"":1}"
176207343,36267711,"{""weight"":1}"
176207343,4888600459,"{""weight"":1}"
176207343,4865675339,"{""weight"":1}"
176207343,290747434,"{""weight"":1}"
3071709259,1381462485853597697,"{""weight"":1}"
3071709259,353823918,"{""weight"":1}"
1686740173,234868050,"{""weight"":1}"
1686740173,1411312771728171011,"{""weight"":1}"
1686740173,979151092691894272,"{""weight"":1}"
739149720,979151092691894272,"{""weight"":2}"
1686740173,564156066,"{""weight"":1}"
324555383,707390421232537601,"{""weight"":1}"
324555383,1438306391316439041,"{""weight"":1}"
324555383,1927751587,"{""weight"":1}"
1021022461,269363685,"{""weight"":1}"
343059330,269363685,"{""weight"":1}"
883774859452579840,269363685,"{""weight"":1}"
564207331,269363685,"{""weight"":1}"
1021022461,1153730053693419522,"{""weight"":1}"
1021022461,1420057729838817281,"{""weight"":1}"
1021022461,31525585,"{""weight"":1}"
989311745100566529,31525585,"{""weight"":1}"
34606493,31525585,"{""weight"":1}"
269930134,31525585,"{""weight"":1}"
943174774154498048,31525585,"{""weight"":1}"
1104590774,2404243057,"{""weight"":2}"
321752222,3431896257,"{""weight"":1}"
1957288050,3431896257,"{""weight"":1}"
321752222,1177651431207297025,"{""weight"":1}"
321752222,1324897017836040194,"{""weight"":1}"
321752222,976461323599888384,"{""weight"":3}"
321752222,1334744198147317762,"{""weight"":1}"
321752222,844595853042036737,"{""weight"":2}"
321752222,989247521259249664,"{""weight"":2}"
739149720,989247521259249664,"{""weight"":3}"
321752222,1328626455752953856,"{""weight"":1}"
321752222,696245922951331840,"{""weight"":1}"
321752222,2228911879,"{""weight"":1}"
321752222,770511326,"{""weight"":1}"
321752222,3180619280,"{""weight"":1}"
215632349,3180619280,"{""weight"":1}"
321752222,268385171,"{""weight"":1}"
321752222,592073660,"{""weight"":1}"
321752222,3245369048,"{""weight"":1}"
321752222,1406305345870340098,"{""weight"":1}"
321752222,717421242186338305,"{""weight"":1}"
266855812,717421242186338305,"{""weight"":1}"
321752222,1569355644,"{""weight"":1}"
321752222,66112820,"{""weight"":1}"
321752222,1177540693,"{""weight"":1}"
321752222,1325109716700307456,"{""weight"":1}"
321752222,19144321,"{""weight"":1}"
321752222,121644639,"{""weight"":1}"
321752222,1551295896,"{""weight"":1}"
321752222,1295513736002908160,"{""weight"":1}"
321752222,1852239302,"{""weight"":1}"
172004509,1852239302,"{""weight"":1}"
1957288050,1852239302,"{""weight"":1}"
321752222,1360276757232910336,"{""weight"":1}"
321752222,195486693,"{""weight"":1}"
321752222,2909602393,"{""weight"":1}"
321752222,2292642554,"{""weight"":1}"
215632349,2292642554,"{""weight"":1}"
321752222,1621530985,"{""weight"":1}"
321752222,795412933631062016,"{""weight"":1}"
321752222,907646706895937536,"{""weight"":1}"
321752222,2450691698,"{""weight"":1}"
172004509,57722218,"{""weight"":1}"
172004509,1368299923,"{""weight"":1}"
739149720,1368299923,"{""weight"":1}"
172004509,169155813,"{""weight"":1}"
172004509,169153552,"{""weight"":1}"
172004509,302189804,"{""weight"":1}"
172004509,168348837,"{""weight"":1}"
1319298517,168348837,"{""weight"":1}"
172004509,1194975731106881541,"{""weight"":1}"
172004509,718040551,"{""weight"":1}"
343059330,718040551,"{""weight"":1}"
1957288050,718040551,"{""weight"":1}"
172004509,422202374,"{""weight"":1}"
172004509,940783233851117568,"{""weight"":1}"
172004509,44463782,"{""weight"":1}"
172004509,1314666986878595072,"{""weight"":1}"
343059330,1314666986878595072,"{""weight"":1}"
172004509,9843732,"{""weight"":1}"
172004509,728594002606428161,"{""weight"":1}"
266855812,728594002606428161,"{""weight"":1}"
215632349,728594002606428161,"{""weight"":1}"
172004509,1363064558,"{""weight"":1}"
172004509,783260952,"{""weight"":1}"
172004509,165822983,"{""weight"":1}"
172004509,825060240383172609,"{""weight"":1}"
739149720,825060240383172609,"{""weight"":1}"
172004509,2409256718,"{""weight"":1}"
172004509,1375777328,"{""weight"":1}"
172004509,4391379601,"{""weight"":1}"
172004509,2915954031,"{""weight"":1}"
172004509,1182673243095871493,"{""weight"":1}"
38100599,538182808,"{""weight"":1}"
38100599,787728000041254916,"{""weight"":6}"
883774859452579840,787728000041254916,"{""weight"":2}"
38100599,317112039,"{""weight"":1}"
38100599,590567184,"{""weight"":1}"
38100599,970733855266107392,"{""weight"":1}"
38100599,1222782505,"{""weight"":1}"
38100599,991070605,"{""weight"":1}"
38100599,1299403161564741633,"{""weight"":1}"
3530226858,1299403161564741633,"{""weight"":3}"
883774859452579840,1299403161564741633,"{""weight"":1}"
4504267216,36722950,"{""weight"":1}"
4504267216,264900604,"{""weight"":7}"
4504267216,601485507,"{""weight"":1}"
4504267216,1006745179,"{""weight"":1}"
2530008414,1006745179,"{""weight"":1}"
2800741820,1006745179,"{""weight"":1}"
4504267216,83610054,"{""weight"":1}"
4504267216,3011246728,"{""weight"":1}"
4504267216,1425887444893933577,"{""weight"":1}"
4504267216,961562418,"{""weight"":1}"
16014404,961562418,"{""weight"":1}"
1319298517,903591973604470784,"{""weight"":1}"
1319298517,1094251128966078464,"{""weight"":1}"
1319298517,388998313,"{""weight"":1}"
1319298517,4671277700,"{""weight"":1}"
1319298517,72194859,"{""weight"":1}"
1319298517,35338880,"{""weight"":1}"
1319298517,1136286891421110272,"{""weight"":1}"
1319298517,16842709,"{""weight"":1}"
1084856644687679496,271684761,"{""weight"":1}"
1084856644687679496,1232012341983600643,"{""weight"":1}"
1084856644687679496,1012443284,"{""weight"":1}"
1084856644687679496,408865245,"{""weight"":1}"
1084856644687679496,23855969,"{""weight"":1}"
1084856644687679496,31165384,"{""weight"":1}"
1084856644687679496,1432730983296643073,"{""weight"":1}"
1084856644687679496,932487503386312705,"{""weight"":1}"
1084856644687679496,1079849101401804800,"{""weight"":1}"
3530226858,25205874,"{""weight"":1}"
3530226858,1708848488,"{""weight"":1}"
3530226858,274784830,"{""weight"":1}"
3530226858,1167308850,"{""weight"":1}"
3530226858,812126160947728385,"{""weight"":1}"
3530226858,739905309012037632,"{""weight"":1}"
3530226858,550066018,"{""weight"":1}"
3530226858,3254800978,"{""weight"":1}"
3530226858,2214878977,"{""weight"":1}"
3530226858,2616423588,"{""weight"":1}"
3530226858,991728727846473728,"{""weight"":1}"
3530226858,84401415,"{""weight"":1}"
47158291,84401415,"{""weight"":1}"
2530008414,86405875,"{""weight"":1}"
2530008414,135000298,"{""weight"":1}"
268832287,135000298,"{""weight"":1}"
414218319,135000298,"{""weight"":1}"
2530008414,2334292102,"{""weight"":1}"
2530008414,104525511,"{""weight"":1}"
2530008414,46401192,"{""weight"":1}"
2530008414,325913360,"{""weight"":1}"
2530008414,30176508,"{""weight"":1}"
2800741820,30176508,"{""weight"":1}"
803381983,30176508,"{""weight"":1}"
2530008414,23321628,"{""weight"":1}"
2530008414,604092867,"{""weight"":2}"
2530008414,1439047013690232832,"{""weight"":1}"
2530008414,929808596,"{""weight"":1}"
2530008414,98045874,"{""weight"":1}"
2530008414,1962787141,"{""weight"":1}"
2530008414,1339327325578678272,"{""weight"":2}"
2530008414,265108749,"{""weight"":1}"
16014404,265108749,"{""weight"":1}"
2530008414,1223647519491665924,"{""weight"":1}"
2530008414,511101681,"{""weight"":1}"
1026225299057389569,904803206433169408,"{""weight"":1}"
1026225299057389569,274712800,"{""weight"":1}"
1026225299057389569,1438537659455000576,"{""weight"":1}"
1034798285389737984,1438537659455000576,"{""weight"":1}"
1026225299057389569,1688586446,"{""weight"":2}"
1026225299057389569,1313477162,"{""weight"":1}"
739149720,967218847,"{""weight"":3}"
256552850,739149720,"{""weight"":1}"
739149720,837896886,"{""weight"":1}"
739149720,1894762183,"{""weight"":1}"
739149720,1293272027122610179,"{""weight"":1}"
739149720,1018130243805110272,"{""weight"":1}"
269930134,1018130243805110272,"{""weight"":1}"
266855812,1018130243805110272,"{""weight"":1}"
739149720,1159560116657709056,"{""weight"":1}"
989311745100566529,1159560116657709056,"{""weight"":1}"
739149720,1321948290661838848,"{""weight"":1}"
739149720,897157166,"{""weight"":1}"
739149720,3025820980,"{""weight"":2}"
739149720,1883901072,"{""weight"":1}"
739149720,380681593,"{""weight"":1}"
739149720,985723108719054849,"{""weight"":1}"
739149720,1101246138739539969,"{""weight"":1}"
739149720,1434304146035912704,"{""weight"":1}"
739149720,2998532843,"{""weight"":1}"
739149720,1051191909874569216,"{""weight"":1}"
989311745100566529,1051191909874569216,"{""weight"":1}"
739149720,1317212216354082816,"{""weight"":1}"
791282631006621696,1317212216354082816,"{""weight"":1}"
739149720,242827267,"{""weight"":1}"
