Id,Label,timeset,communityid,twittername,first name,last name,political affiliation,indegree,outdegree,degree,eigencentrality,community,polygon
41297024,,,1,,,,,0,0,0,0,Liberal,1
2885608576,,,1,,,,,0,0,0,0,Liberal,1
2802164864,,,1,,,,,0,3,3,0,Liberal,1
1227962762233548800,,,1,,,,,0,0,0,0,Liberal,1
1217265422006915072,,,1,,,,,0,0,0,0,Liberal,1
1150176744177045504,,,1,,,,,0,0,0,0,Liberal,1
1138460564873711616,,,1,,,,,0,0,0,0,Liberal,1
1123241859554381824,,,1,,,,,0,0,0,0,Liberal,1
1009629964998709248,,,1,,,,,0,0,0,0,Liberal,1
933016350615834624,,,1,,,,,0,0,0,0,Liberal,1
846113738549792768,,,1,,,,,0,0,0,0,Liberal,1
1335362690,,,1,,,,,0,0,0,0,Liberal,1
20382860,,,1,,,,,0,0,0,0,Liberal,1
963973175200616449,,,1,,,,,0,0,0,0,Liberal,1
747151042253590529,,,1,,,,,0,0,0,0,Liberal,1
166790278,,,1,,,,,0,0,0,0,Liberal,1
126346375,,,1,,,,,0,0,0,0,Liberal,1
621249680,,,1,,,,,0,0,0,0,Liberal,1
1291531291066798083,,,1,,,,,0,11,11,0,Liberal,1
1187143366921850883,,,1,,,,,0,0,0,0,Liberal,1
276243604,,,1,,,,,0,2,2,0,Liberal,1
1122821269,,,1,,,,,0,0,0,0,Liberal,1
298321046,,,1,,,,,0,0,0,0,Liberal,1
