Source,Target,Type,Id,Label,timeset,Weight
948418445187715072,3234862179,Directed,78052,,,1
195049872,3234862179,Directed,78053,,,1
115587493,3234862179,Directed,78055,,,1
892064864,3234862179,Directed,78056,,,2
600234980,3234862179,Directed,78057,,,1
2363571329,3234862179,Directed,78059,,,1
92821882,3234862179,Directed,78061,,,2
479088229,3234862179,Directed,78063,,,1
1212150302788345857,3234862179,Directed,78067,,,1
1251518605600206850,3234862179,Directed,78068,,,1
598641595,3234862179,Directed,78069,,,1
4623339465,3234862179,Directed,78070,,,1
1279885961841819649,3234862179,Directed,78073,,,1
598641595,261772246,Directed,78075,,,1
307572043,261772246,Directed,78076,,,1
2369459569,261772246,Directed,78077,,,1
110475311,261772246,Directed,78078,,,2
864457447062351873,261772246,Directed,78079,,,1
922605476424048640,261772246,Directed,78080,,,1
2828630539,261772246,Directed,78081,,,1
912006790493212672,261772246,Directed,78082,,,1
1066847336050147329,261772246,Directed,78083,,,2
152012918,261772246,Directed,78085,,,1
506816322,261772246,Directed,78086,,,1
1364969404132446218,261772246,Directed,78087,,,1
2191882972,261772246,Directed,78088,,,1
2439166100,261772246,Directed,78089,,,1
105372011,261772246,Directed,78090,,,1
2693735376,261772246,Directed,78091,,,4
195049872,261772246,Directed,78092,,,1
2797134487,261772246,Directed,78093,,,1
252905412,261772246,Directed,78094,,,1
2397249467,261772246,Directed,78095,,,1
479088229,261772246,Directed,78096,,,3
282149727,261772246,Directed,78097,,,1
747064303,261772246,Directed,78099,,,1
1009785173011988480,261772246,Directed,78101,,,1
803381983,261772246,Directed,78104,,,1
1280337364993429504,261772246,Directed,78105,,,1
165100373,261772246,Directed,78107,,,1
2975160689,261772246,Directed,78108,,,1
197607704,261772246,Directed,78109,,,1
